codigo;producto;picking;reposicion
16949;Mochila Everlast 16949;26 A;3614
16943;Mochila Discovery 16943;26A;3512
16994;Gorra Everlast 16994;1613;
17355;Mochila Carro Trendy 17355;BL11;4643
17357;Mochila Trendy 17357;26 B;
17358;Cartuchera Trendy 17358;25;BL15
17351;Mochila Carro Trendy 17351;BL10;4193
17352;Mochila Trendy 17352;1614;
17354;Cartuchera Trendy 17354;62-A TRANSFERENCIA;
17363;Mochila Carro Trendy 17363;BL11;4193
17366;Cartuchera Trendy 17366;22 B;BL15
17364;Mochila Trendy 17364;TRANSFERENCIA 62-A;
17359;Mochila Carro Trendy 17359;BL05;4513
17361;Mochila Trendy 17361;26;BL20
17362;Cartuchera Trendy 17362;22 / TRANSFERENCIA DEP;BL15
17335;Mochila Carro Trendy 17335;1612;
17336;Mochila Trendy 17336;14;BL25
17338;Cartuchera Trendy 17338;49;3531
17339;Mochila Carro Trendy 17339;3122;4191
17340;Mochila Trendy 17340;26;BL33 / 3553
17342;Cartuchera Trendy 17342;13-A;3534
17343;Mochila Carro Trendy 17343;3124;
17345;Mochila Trendy 17345;TRANSFERENCIA 62-A;
17346;Cartuchera Trendy 17346;TRANSFERENCIA;BL24
17347;Mochila Carro Trendy 17347;3122;
17349;Mochila Trendy 17349;27;3544
17350;Cartuchera Trendy 17350;25;BL23
16061;Mochila Everlast 16061;62-A TRANSFERENCIA;
16062;Mochila Everlast 16062;33 A;BL10
16060;Mochila Everlast 16060;53;BL22
16063;Mochila Everlast 16063;TRANSFERENCIA 62-A;4132
16057;Mochila Everlast 16057;12:00 AM;3524
16059;Mochila Everlast 16059;14A;3722
52405;Mochila Trendy 52405;17;
16778;Lunchera Trendy 16778;55;BL24
16764;Lunchera Trendy 16764;23A;3441
16940;Mochila Everlast 16940;62-A TRANSFERENCIA;
16939;Mochila Everlast 16939;27 A;3621
27949;Mochila Alpine Skate 27949;33-A;3621
27948;Mochila Alpine Skate 27948;11A;3532
27945;Mochila Everlast 27945;56;3621
27946;Mochila Everlast 27946;23 B;3423
27947;Mochila Everlast 27947 ;24;3611
17465;Mochila Portanotebook Everlast 17465;62-A TRANSFERENCIA;
17463;Mochila Portanotebook Everlast 17463;27;BL25
17464;Mochila Portanotebook Everlast 17464;62-A TRANSFERENCIA;
17467;Mochila Portanotebook Everlast 17467;33 A;3444
17468;Mochila Portanotebook Everlast 17468;14 B;3521
22195;Morral Carpetero Head 22195;20B;
22196;Morral Carpetero Everlast 22196;23B;3521
22200;Morral Carpetero Everlast 22200;1613;
22201;Morral Carpetero Head 22201;20A;3523
22202;Morral Carpetero Everlast 22202;17 A;3423
52403;Lunchera Trendy 52403;37;3511
52406;Lunchera Trendy 52406;TRANSFERENCIA 62-A;
22094;Mochila Las Oreiro 22094  ;14-B;3512
17833;Termo Discovery 17833;62-A TRANSFERENCIA;3413
17834;Termo Discovery 17834;2:00 AM;3122
17835;Termo Discovery 17835;32A;3122
17897;Colchon Inflable Discovery 17897;BL32;3714
17898;Colchon Inflable Discovery 17898;BL31;4242
17928;Bolso Mochi Imper Discovery 17928;1614;BL25
17929;Bolso Mochi Imper Discovery 17929;46;3543
22404;Mochila Everlast 22404;12-A;3451
22401;Mochila Everlast 22401;24-A;3624
22402;Mochila Everlast 22402;45;BL15
22403;Mochila Everlast 22403;14A;M3
22400;Mochila Everlast 22400;11-B;BL14
22398;Mochila Everlast 22398;45;3351
22399;Mochila Everlast 22399;12-A;3551
22406;Mochila Everlast 22406;51;BL15
22396;Mochila Everlast 22396;39;3621
22405;Mochila Everlast 22405;62-A TRANSFERENCIA;
22394;Mochila Everlast 22394;62A;BL11
22392;Mochila Everlast 22392;12-B;BL15
22393;Mochila Everlast 22393;38;3451
22391;Mochila Everlast 22391;24-A;3411
22413;Mochila Head 22413;41;3623
22419;Mochila Head 22419 ;33-A;3421
22416;Mochila Head 22416;15A;BL10
22415;Mochila Head 22415;54;3413
22395;Mochila Everlast 22395;42;3532
22370;Cartera Trendy 22370;TRANSFERENCIA 62-A;
22363;Cartera Trendy 22363;23A;3521
16744;Mochila Portanotebook Hummer 16744;21-B;3721
16743;Mochila Portanotebook Hummer 16743;51;
22056;Mochila Portanotebook Hummer 22056;62-A;
22192;Mochila Portanotebook Alpine Skate 22192;24B;3542
22193;Mochila Portanotebook Alpine Skate 22193;1615;3552
22114;Mochila Portanotebook Alpine Skate 22114;1612;3533
22113;Mochila Portanotebook Alpine Skate 22113;62A;3521
22110;Mochila Portanotebook Alpine Skate 22110;26B;3552
22111;Mochila Portanotebook Alpine Skate 22111;41;3613
22108;Mochila Portanotebook Alpine Skate 22108;24 A;3523
22112;Mochila Portanotebook Alpine Skate 22112;24B;4161
27951;Mochila Alpine Skate 27951;54;
27950;Mochila Alpine Skate 27950;BL03;3513
22450;Mochila Portanotebook Everlast 22450;54;3543
22449;Mochila Portanotebook Everlast 22449;TRANSFERENCIA 62-A;
22440;Mochila Everlast 22440;BL03;3713
22441;Mochila Everlast 22441;20B;3512
22442;Mochila Everlast 22442;BL03;3641
22443;Mochila Everlast 22443;BL03;3513
22444;Mochila Everlast 22444;17 A;3513
22445;Mochila Everlast 22445;11-B;3713
22447;Mochila Everlast 22447;11A;3414
22439;Mochila Everlast 22439;TRANSFERENCIA 62-A;
22446;Mochila Everlast 22446;14-B;3722
16058;Mochila Everlast 16058;39;3641
16950;Mochila Everlast 16950;45;BL15
16948;Mochila Everlast 16948;33-A;p8
17636;Mochila Trendy 17636;51;3343
;Mochila Discovery ;42;M4
17486;Lunchera Discovery 17486;55;
17488;Lunchera Discovery 17488;55;BL30
17487;Lunchera Discovery 17487;55;BL07
17489;Lunchera Discovery 17489;55;3532
17490;Lunchera Discovery 17490;23-A;3521
17491;Lunchera Discovery 17491;17-B;3723
17492;Lunchera Discovery 17492;62-A TRANSFERENCIA;
17493;Lunchera Discovery 17493;55;BL09
17494;Lunchera Discovery 17494;55;BL29
17023;Cartera Trendy 17023;53;3341
17024;Cartera Trendy 17024 ;23B;3341
17022;Cartera Trendy 17022;11:00 AM;3341
18366;Morral Oreiro Love 18366;49;4521
18367;Mochila Oreiro Love 18367;24 A;3522
18368;Cartera Oreiro Love 18368;57;BL12
18369;Morral Oreiro Love 18369;32;3453
18370;Morral Oreiro Love 18370;62-A TRANSFERENCIA;
18372;Morral Oreiro Love 18372;1614-B;
18375;Cartera Oreiro Love 18375;12-B;3724
18376;Morral Oreiro Love 18376;ESTANTE;
18379;Mochila Oreiro 18379;60;BL04
51403;Bolso Peyton 51403;26;3441
17819;Mochila Plegable Travel Tech 17819;55;3554
17820;Mochila Plegable Travel Tech 17820;1613;3513
18333;Billetera Trendy 18333;1615;BL03
18334;Billetera Trendy 18334;70;3543
18335;Billetera Trendy 18335;1613;
18336;Billetera Trendy 18336;62-A TRANSFERENCIA;
18337;Billetera Trendy 18337;70;3553
18338;Billetera Trendy 18338;1611-A;
18339;Billetera Trendy 18339;73;BL03
18340;Billetera Trendy 18340;62-A;
18341;Billetera Trendy 18341;83;3553
18342;Billetera Trendy 18342;83;BL03
18343;Billetera Trendy 18343;69;BL01
18344;Billetera Trendy 18344;73;BL03
18345;Billetera Trendy 18345;73;BL02
18346;Billetera Trendy 18346;70;3522
18347;Billetera Trendy 18347;62-A TRANSFERENCIA;
18348;Billetera Trendy 18348;79 / TRANSFERENCIA DEP.;BL03
18349;Billetera Trendy 18349;73;3522
18350;Billetera Trendy 18350;84;3543
18351;Billetera Trendy 18351;73;3543
18352;Billetera Trendy 18352;70;BL02
18353;Billetera Trendy 18353;84;BL03
18354;Billetera Trendy 18354;72;BL03
18355;Billetera Trendy 18355;62-A TRANSFERENCIA;
18356;Billetera Trendy 18356;64;BL01
18360;Billetera Trendy 18360;62-A TRANDFERENCIA;
18361;Billetera Trendy 18361;73;BL02
18362;Billetera Trendy 18362;79;BL01
18363;Billetera Trendy 18363;79;3452
18364;Billetera Trendy 18364;71;BL02
18365;Billetera Trendy 18365;71;3552
17882;Morral Matero Trendy 17882;19-A / TRANSFERENCIA DEPO;3423
17883;Morral Matero Trendy 17883;19 / TRANSFERENCIA DEPO;3441
17679;Portacosmeticos Trendy 17679;1614;
17681;Portacosmeticos Trendy 17681;ESTANTE;
17682;Portacosmeticos Trendy 17682;88;
17684;Portacosmeticos Trendy 17684;ESTANTE;
17685;Portacosmeticos Trendy 17685;87;
17686;Portacosmeticos Trendy 17686;62-A TRANSFERENCIA;
17687;Portacosmeticos Trendy 17687;85;
17688;Portacosmeticos Trendy 17688;62-A TRANSFERENCIA;
17689;Portacosmeticos Trendy 17689;62-A TRANSFERENCIA;
17690;Portacosmeticos Trendy 17690;88;
17692;Portacosmeticos Trendy 17692;TRANSFERENCIA;
17693;Portacosmeticos Trendy 17693;55;
17694;Portacosmeticos Trendy 17694;55;
17695;Portacosmeticos Trendy 17695;34;3534
17696;Set Portacosmeticos Trendy 17696;ESTANTE;3533
17697;Set Portacosmeticos Trendy 17697;19;3534
17698;Set Portacosmeticos Trendy 17698;TRANSFERENCIA 62-A;
17623;Cartuchera Trendy 17623;ESTANTE 3;
17592;Mochila Muaa 17592;15-B;3532
17593;Cartuchera Muaa 17593 ;62-A TRANSFERENCIA;
17519;Cartuchera Trendy 17519;89;3421
17522;Cartuchera Trendy 17522;90;3543
17520;Cartuchera Trendy 17520;91;
17516;Cartuchera Trendy 17516;1824;3623
17616;Mochila Trendy 17616;17 A;3452
17626;Mochila Trendy 17626;62-A TRANSFERENCIA;
17627;Cartuchera Trendy 17627;33-B;BL07
17617;Cartuchera Trendy 17617;1615;
17614;Mochila Trendy 17614;29;3454
17615;Cartuchera Trendy 17615;96;BL07
17618;Mochila Trendy 17618;15 A;3411
17619;Cartuchera Trendy 17619;1615;
17620;Mochila Trendy 17620;15-B;3513
17621;Cartuchera Trendy 17621;96;BL07
17628;Mochila Trendy 17628;29;3544
17629;Cartuchera Trendy 17629;ESTANTE;BL04
17624;Mochila Trendy 17624;14 B;3442
17625;Cartuchera Trendy 17625;ESTANTE;BL10
17622;Mochila Trendy 17622;15B;3343
17526;Cartuchera Everlast 17526;28 A;3543
17532;Cartuchera Everlast 17532;TRANSFERENCIA DEPO;3541
17531;Cartuchera Everlast 17531;1615;
17529;Cartuchera Everlast 17529;90;
17525;Cartuchera Everlast 17525;89;3552
17528;Cartuchera Everlast 17528;49 / TRANSFERENCIA DEPO;3553
17606;Mochila Muaa 17606;29 B;3551
17607;Cartuchera Muaa 17607;87;3521
17612;Mochila Muaa 17612;27B;BL33
17613;Cartuchera Muaa 17613;25B;3511
17609;Mochila Muaa 17609;14 A;3551
17611;Cartuchera Muaa 17611;1B;3511
17610;Cartuchera Muaa 17610;97;3511
17757;Cartuchera Oreiro Love 17757;62-A TRANSFERENCIA;
17758;Cartuchera Oreiro Love 17758;92;
17760;Cartuchera Oreiro Love 17760;112;BL29
17761;Cartuchera Oreiro Love 17761;1613;BL10
17762;Cartuchera Oreiro Love 17762;19;BL25
17763;Cartuchera Oreiro Love 17763;1B;BL17
17517;Cartuchera Trendy 17517 ;89;3541
17527;Cartuchera Everlast 17527;58;3541
17530;Cartuchera Everlast 17530;1615;
17588;Mochila Muaa 17588;1615;3551
17589;Cartuchera Muaa 17589;22 B;no
17590;Mochila Muaa 17590;20B;3513
17591;Cartuchera Muaa 17591;25 / TRANSFERENCIA DEP;no
17594;Mochila Muaa 17594;20;3532
17595;Cartuchera Muaa 17595;22;no
17599;Mochila Muaa 17599;17 A;3552
17600;Cartuchera Muaa 17600;58;no
17601;Mochila Muaa 17601;1614;3512
17602;Cartuchera Muaa 17602;16;no
17630;Mochila Trendy 17630;11B;3343
17631;Cartuchera Trendy 17631;91;no
17632;Mochila Trendy 17632;42;3343
17633;Cartuchera Trendy 17633;91;no
;Mochila Trendy ;18 B;M4
17635;Cartuchera Trendy 17635;1615;
17637;Cartuchera Trendy 17637;89;no
28033;Mochila Carro Trendy 28033;BL07;4533
28030;Mochila Carro Trendy 28030;BL13;4643
28028;Mochila Carro Trendy 28028;BL08;4623
17660;Portacosmetico Oreiro Love 17660;25B;3422
17661;Portacosmetico Oreiro Love 17661;1614;
17662;Portacosmetico Oreiro Love 17662;46;3411
17663;Portacosmetico Oreiro Love 17663;1611;
17664;Portacosmetico Oreiro Love 17664;25B;3422
17665;Portacosmetico Oreiro Love 17665;46;3421
17666;Portacosmetico Oreiro Love 17666;25-B;3351
28031;Mochila Trendy 28031;30-A;3523
28034;Mochila Trendy 28034;29 A;3543
28029;Mochila Trendy 28029;27 B;3543
60037;Gorra Reebok 60037;BL23;
60036;Gorra Reebok 60036;BL23;
60033;Gorra Reebok 60033;BL23;
60032;Gorra Reebok 60032;BL23;
60061;Mochila Reebok 60061;B-20;
60055;Morral Reebok 60055;1615;
60047;Morral Reebok 60047;BL23;
60064;Riñonera Reebok 60064;BL23;
60060;Riñonera Reebok 60060;BL22;
60052;Riñonera Reebok 60052;1613;
60056;Riñonera Reebok 60056;BL23;
60048;Riñonera Reebok 60048;BL23;
60087;Bolso Reebok 60087;BL19;
60098;Mochila Reebok 60098;BL20;
60092;Mochila Reebok 60092;BL19;
60042;Botinero Reebok 60042;BL23;
60041;Botinero Reebok 60041;BL23;
60096;Mochila Reebok 60096;BL20;
60104;Mochila Reebok 60104;B-20;
60102;Mochila Reebok 60102;B-20;
60101;Mochila Reebok 60101;BL22;
60088;Mochila Reebok 60088;B-19;
60086;Mochila Reebok 60086;B-19;
60095;Morral Reebok 60095;BL20;
60094;Morral Reebok 60094;BL20;
26818;Billetera Everlast 26818;62-A TRANSFERENCIA;
26826;Billetera Everlast 26826;62-A TRANSFERENCIA;
27799;Billetera Head 27799;75;BL01
27798;Billetera Head 27798;79;BL01
27792;Billetera Alpine Skate 27792;74;BL01
27791;Billetera Alpine Skate 27791;74;
27790;Billetera Alpine Skate 27790;74;BL-02
27789;Billetera Alpine Skate 27789;74;
27801;Billetera Head 27801;74;BL01
27800;Billetera Head 27800;75;BL01
27807;Billetera Everlast 27807;81;BL01
27802;Billetera Head 27802;83;3623
27804;Billetera Everlast 27804;62-A TRANSFERENCIA;
27805;Billetera Everlast 27805;75;
27806;Billetera Everlast 27806;62-A TRANDFERENCIA;
27808;Billetera Everlast 27808;77;BL01
27810;Billetera Everlast 27810;80;BL01
27811;Billetera Everlast 27811;89 / TRANSFERENCIA DEPO;BL02
27812;Billetera Everlast 27812;80;BL01
27809;Billetera Everlast 27809;1615;BL01
17653;Mochila Muaa 17653;21;BL29
17654;Tote Muaa 17654;12 B;3424
17655;Tote Muaa 17655;62-A TRANSFERENCIA;
17656;Tote Muaa 17656;23B;BL09
17657;Mochila Muaa 17657;62-A TRANSFERENCIA;3522
17658;Morral Muaa 17658;62-A TRANSFERENCIA;
17659;Mochila Muaa 17659;13 B;3413
17638;Tote Trendy 17638;14 A;
17639;Mochila Trendy 17639;15 A;3452
17641;Cartera Trendy 17641;14 B;3642
17642;Cartera Trendy 17642;1612;3332
17643;Mochila Trendy 17643;7B;3424
17644;Morral Trendy 17644;87;3414
17645;Mochila Trendy 17645;24-B;4232
17646;Tote Trendy 17646;TRANSFERENCIA 62-A;
17647;Cartera Trendy 17647;1B;3443
17648;Mochila Trendy 17648;12 B;3421
17649;Morral Trendy 17649;TRANSFERENCIA 62-A;
17650;Mochila Trendy 17650;12 / TRANSFERENCIA DEPO;3632
17651;Tote Trendy 17651;12:00 AM;3441
17721;Organizador Bijou Trendy 17721;36 B;3354
17725;Organizador Bijou Trendy 17725;36 A;BL33
17726;Organizador Bijou Trendy 17726;36 A;BL32
17722;Organizador Bijou Trendy 17722;62-A TRANSFERENCIA;
28194;Mochila Oreiro Love 28194 ;60;4141
28195;Cartera Oreiro Love 28195;87;3351
28196;Cartera Oreiro Love 28196;62-A TRANSFERENCIA;
28200;Cartera Oreiro Love 28200;1612;4162
28201;Mochila Oreiro Love 28201;44;3651
28202;Cartera Oreiro Love 28202;47;BL04
28203;Cartera Oreiro Love 28203;48;3512
28204;Cartera Oreiro Love 28204;62-A TRANDFERENCIA;
28205;Cartera Oreiro Love 28205;62A;
28206;Cartera Oreiro Love 28206;1613;4171
28207;Cartera Oreiro Love 28207;1614;
28208;Cartera Oreiro Love 28208;37;3552
28209;Cartera Oreiro Love 28209;62-A TRANSFERENCIA;
28210;Morral Oreiro Love 28210;58;3424
28211;Cartera Oreiro Love 28211;62-A TRANSFERENCIA;
28212;Cartera Oreiro Love 28212;62-A TRANSFERENCIA;3323
28213;Mochila Oreiro 28213;60;4151
28214;Cartera Oreiro Love 28214;34A;3421
28215;Cartera Oreiro Love 28215;1612;3714
28216;Cartera Oreiro Love 28216;62-A TRANSFERENCIA;
28036;MOCHILA CARRO 28036;BL08;4643
28037;MOCHILA TRENDY 28037;21 B;3422
28039;MOCHILA CARRO 28039;B13;4643
28040;MOCHILA CARRO 28040;B14;4623
28041;MOCHILA TRENDY 28041;59;3421
28042;MOCHILA TRENDY 28042;BL07;4333
28043;MOCHILA CARRO TRENDY 28043;BL10;4163
28044;MOCHILA CARRO TRENDY 28044;BL11;4163
28045;CARTUCHERA TRENDY 28045;89;3451
28046;CARTUCHERA TRENDY 28046;1614;3452
28048;CARTUCHERA TRENDY 28048;7B;3521
28049;CARTUCHERA TRENDY 28049;1B;3511
28052;MOCHILA CARRO MUAA 28052;BL08;4163
28053;MOCHILA MUAA 28053;24B;4153
28054;MOCHILA CARRO MUAA 28054;BL13;4513
28055;MOCHILA MUAA 28055;27B;3343
28056;MOCHILA CARRO MUAA 28056;BL14;4183
28058;MOCHILA MUAA 28058;42;3434
28059;CARTUCHERA MUAA 28059;32;
28060;Mochila Muaa 28060;42;BL32
28061;Cartuchera Muaa 28061;13A;BL32
28090;Set Mochila Carro y Cartu Trendy 28090;BL10;4163
28089;Set Mochila Carro y Cartu Trendy 28089;BL05;4513
28087;Set Mochila Carro y Cartu Trendy 28087;3143;
28088;Set Mochila Carro y Cartu Trendy 28088;BL10;4163
28067;Mochila Carro Everlast 28067;BL07;4523
28066;Mochila Carro Everlast 28066;BL07;4643
28064;Mochila Carro Everlast 28064;BL08;4533
28063;Mochila Carro Everlast 28063;B13;4633
28174;Mochila Head 28174;42;3534
28172;Mochila Everlast 28172;42;3534 / 196
28170;Mochila Everlast 28170;15A;4162
28171;Mochila Everlast 28171;17B;3643
28179;Mochila Everlast 28179;57;3451
28178;Mochila Everlast 28178;12 B;
28169;Mochila Everlast 28169;60;3441
28183;Mochila Discovery 28183;14 B;3621
28182;Mochila Discovery 28182;;3444
28175;Mochila Head 28175;62-A TRANSFERENCIA;
28181;Mochila Everlas 28181;48;3624
28180;Mochila Everlast 28180;40;3513
28177;Mochila Everlast 28177;62-A TRANSFERENCIA;3554
22372;Mochila Oreiro Love 22372;10 B;3624
22373;Cartera Oreiro Love 22373;62-A TRANSFERENCIA;
22374;Cartera Oreiro Love 22374;TRANSFERENCIA 62-A;
22375;Cartera Oreiro Love 22375;27-B;3532
22376;Cartera Oreiro Love 22376;24A;4241
22377;Mochila Oreiro Love 22377;23-A;BL26
22378;Cartera Oreiro Love 22378;1611;3443
22379;Mochila Oreiro Love 22379;10 B;BL29
22380;Cartera Oreiro Love 22380;38;3443
22381;Mochila Oreiro Love 22381;50;BL30
22382;Cartera Oreiro Love 22382;1611;3444
22383;Mochila Oreiro Love 22383;27 B;
22384;Cartera Oreiro Love 22384;1615;3643
28186;Mochila Trendy 28186;17 A;
28187;Cartuchera Trendy 28187;52 / TRANSFERENCIA DEPO;
28188;Mochila Trendy 28188;17;
28185;Cartuchera Trendy 28185;62-A TRANDFERENCIA;
28189;Cartuchera Trendy 28189;34 / TRANSFERENCIA DEPO;
28184;Mochila Trendy 28184;17 A;
60016;Botella Reebok 60016;;
22346;Mochila Trendy 22346;42;3712
22347;Mochila Trendy 22347;62-A TRANSFERENCIA;
22348;Mochila Trendy 22348;38;4242
22349;Mochila Trendy 22349;59;3413
22350;Mochila Trendy 22350;20A;3334
22351;Mochila Trendy 22351;23A;4161
17011;Portacosmetico Travel Tech 17011;19B;
17515;Vaso Trendy 17515;9 B;3534
22385;Mochila Oreiro Love 22385;14-A;BL18
22386;Cartera Oreiro Love 22386;11A;3544
17260;COLLAR OREIRO LOVE 17260;1615;
16951;MOCHILA DISCOVERI 16951;50;3621
16411;SET VALIJAS DISCOVERY 16411;;PL1
16412;SET VALIJAS DISCOVERY 16412;;PL1
22352;Caretera Trendy 22352;34 A;3453
22368;CARTERA TRENDY 22368;58;3522
22364;MOCHILA TRENDY 22364;31 A / TRANSFERENCIA DEPO;3541
22353;MOCHILA TRENDY 22353;46 / TRANSFERENCIA DEPO;3524 / BL11
22354;TOTE TRENDY 22354 ;43;
22355;TOTE TRENDY 22355;27-B;
22356;TOTE TRENDY 22356;TRANSFERENCIA 62-A;
22358;CARTERA TRENDY 22358;40;3412
22359;CARTERA YRENDY22359;4B;3424
22360;TOTE TRENDY 22360;10 B;
22361;CARTERA TRENDY 22361;TRANSFERENCIA 62-A;
22362;CARTERA YTRENDY22362;54;3523
22366;CARTERA TRENDY 22366;7B;BL27
22369;TOTE TRENDY 22369;58;
22371;TOTE TRENDY 22371;10 B / TRANSFERENCIA DEPO;
14701;"SET LAPICES TRENDY STATIONERY 14701	";96;
14702;"SET LAPICES TRENDY STATIONERY 14702	";93;
15666;"BOLIGRAFO TRENDY 15666	";ESTANTE 2;
15896;"BOLIGRAFO TRENDY 15896	";85;
15891;"BOLIGRAFO TRENDY 15891	";91;
15890;"BOLIGRAFO TRENDY 15890	";ESTANTE 2;
15436;SET STICKERS TRENDY 15436;1614-B;
16409;SET VALIJAS DISCOVERY 16409;;PL2
28074;CANASTO TRENDY 28074;BL09;3521
;;;
17212;CANDADO TSA DISCOVERY 17212;88;3222
52492;BOLSO TRENDY 52492;14 B;3511
53008;PORTACELULAR TRENDY 53008 ;62-A;
53009;PORTACELULAR TRENDY 53009;62-A;3414
53011;PORTACELULAR TRENDY 53011;62-A TRANSFERENCIA;3441
27442;"SET VALIJAS TRAVEL TECH 27442	";PL5;
52972;Cepillo Trendy 52972;92;BL14
52971;Cepillo Trendy 52971;85;
52970;Cepillo Trendy 52970;62-A TRANSFERENCIA;
52992;Cepillo Trendy 52992;62-A TRANSFERENCIA;
52974;Cepillo Trendy 52974;62-A TRANSFERENCIA;
52973;Cepillo Trendy 52973;92;BL33
52975;Cepillo Trendy 52975;99;
52976;Cepillo Trendy 52976;87;3212
52980;Cepillo Trendy 52980;1834;3652
52981;Cepillo Trendy 52981;1613;BL33
52982;Cepillo Trendy 52982;87;BL33
52977;Cepillo Trendy 52977;1614;BL33
52994;Cepillo Trendy 52994;92;BL33
52978;Cepillo Trendy 52978;1834;3341
53001;Cepillo Trendy 53001;62-A TRANSFERENCIA;BL33
53000;Peine Trendy 53000;87;BL33
52990;Cepillo Trendy 52990;91;
52989;Peine Trendy 52989;1614;BL33
52988;Cepillo Trendy 52988;16 A;BL33
52987;Cepillo Trendy 52987;1615;BL7
52986;Cepillo Trendy 52986;1613;BL33
52984;Cepillo Trendy 52984;87;BL33
52983;Cepillo Trendy 52983;89;3321
52996;Cepillo Trendy 52996;13 A;
52979;Cepillo Trendy 52979;87;3212
52999;Cepillo Trendy 52999;91;
53010;Portacelular Trendy 53010;31B;4531
27584;Bolso con Carro Plegable Everlast 27584;106;
27583;Bolso con Carro Plegable Everlast 27583;7A;
27582;Bolso con Carro Plegable Everlast 27582;62-A;3452
22387;Mochila Everlast 22387;24-A;
27525B;Set de Valijas Trendy X2 27525B;;
16412B;Set de Valijas Discovery X2 16412B;;
27452B;Set de Valijas Discovery X2 27452B;4112;
22190;Mochila Running Everlast 22190;40;
22184;Mochila Running Everlast 22184;40;
22181;Mochila Running Head 22181;40;
22189;Mochila Running Head 22189;50;
22187;Mochila Running Head 22187;41;
22180;Mochila Running Head 22180;37;
27439;Set Valijas Travel Tech 27439;;PL6
27440;Set Valijas Travel Tech 27440;;PL3
27441;Set Valijas Travel Tech 27441;;P2
52545;Mochila Trendy 52545;62-A TRANSFERENCIA;
28038;Mochila carro Trendy 28038;BL08;
17509;Mochila Carro Insider 17509;BL11;
17511;Mochila Carro Insider 17511;1612;
DF81570;Set de mochila carro Disney DF81570;3152;
21734;Mochila Running Everlast 21734;1612;3424
21730;Mochila Running Everlast 21730;62-A TRANSFERENCIA;
21732;Mochila Running Everlast 21732;44;
52545;Mochila Trendy 52545;14;
52546;Mochila Trendy 52546;18;
17437;Mochila Infantil Trendy 17437 ;26A;
28070;Mochila carro Head 28070;BL17;
28057;Mochila carro Muaa 28057;BL07;4343
28035;Mochila carro Trendy 28035;BL07;4523
28062;Mochila carro Everlast 28062;B-13;
17523;Cartuchera Trendy 17523;89;
17510;Mochila Carro Insider 17510;BL11;
17508;Mochila Carro Insider 17508;BL11;
28032;Mochila Carro Trendy 28032;BL10;
17739;Bolsa Dormir Infantil Discovery 17739;BL33;3114
17740;Bolsa Dormir Infantil Discovery 17740;BL31;3114
17741;Bolsa Dormir Infantil Discovery 17741;BL33;3114
17742;Bolsa Dormir Infantil Discovery 17742;BL33;4233
17746;Bolsa De Dormir Adulto Discovery 17746;BL33;3114
17747;Bolsa De Dormir Adulto Discovery 17747;BL33;3114
17745;Bolsa De Dormir Adulto Discovery 17745;BL33;4242
17868;Palo Trekking Discovery 17868;BL31;
17869;Palo Trekking Discovery 17869;1613;
17870;Palo Trekking Discovery 17870;3352;
17871;Hamaca Discovery 17871;BL32;3642
17872;Hamaca Automatica Discovery 17872;BL32;3713
17873;Hamaca Automatica Discovery 17873;BL32;3643
17877;Carpa Discovery 17877;BL32;3721
17878;Carpa Discovery 17878;BL33;4242
17879;Carpa Discovery 17879;BL32;4242
17880;Carpa Discovery 17880;BL32;4242
17881;Carpa Discovery 17881;BL32;4242
17884;Silla Camping Discovery 17884;3352;3551
17885;Silla Camping Discovery 17885;BL32;BL07
17886;Silla Camping Discovery 17886;1613;
17887;Banco Cooler Discovery 17887;3342;3412
17888;Mesa Camping Discovery 17888;BL31;3721
17890;Mesa Camping Discovery 17890;BL31; 
17891;Mesa Camping Discovery 17891;BL31;
17892;Mesa Camping Discovery 17892;3352;
17893;Silla Camping Discovery 17893;3341;3411
17894;Silla Camping Discovery 17894;3341;3611
17895;Set Camping Discovery 17895;BL31;3542
17896;Set Camping Discovery 17896;BL32;
14174;GORRA NASA 14174;43;
16995;GORRA EVERLAST 16995;1813;
14176;GORRA CAP NASA 14176;43;
16496;"ARO ACERO TRENDY 16496	";V4;
16503;"ARO ACERO TRENDY 16503	";1614;
18395;Botella Termica Oreiro Love 18395;9-A;3152
16814;Aro Acero Trendy 16814;1852;
16815;Aro Acero Trendy 16815;V 33;
16816;Aro Acero Trendy 16816 ;1852;
16818;Aro Acero Trendy 16818;1852;
16823;Aro Acero Trendy 16823;1851;
16819;Aro Acero Trendy 16819;1852;
16820;Aro Acero Trendy 16820;1615;
16821;Aro Acero Trendy  16821;1831;
16822;Aro Acero Trendy 16822;1832;
16825;Aro Acero Trendy 16825;1851;
16824;Aro Acero Trendy 16824;1843;
16811;ARO ACERO TRENDY 16811;1832;
16812;ARO ACERO TRENDY 16812;1852;
16817;ARO ACERO TRENDY 16817;1851;
16813;ARO ACERO TRENDY 16813;1832;
18398;Botella Termica Trendy 18398;3A;3132
18397;Botella Termica Trendy 18397;6A;3521
18396;Botella Termica Trendy 18396;62-A TRANSFERENCIA;
28278;Cartera Oreiro Love 28278;55;3521
28274;Cartera Oreiro Love 28274;1613;
28275;Cartera Oreiro Love 28275;58;3454
28282;Cartera Oreiro Love 28282;58;3121
28289;Cartera Oreiro Love 28289;22-A;PL9
28287;Cartera Oreiro Love 28287;34A;3541
28283;Cartera Oreiro Love 28283;55;3553
28285;Morral Oreiro Love 28285;58;3154
